1, 78, 67, 145
2, 70, 81, 151
3, 84, 77, 161
4, 83, 80, 163
5, 76, 81, 157
6, 85, 85, 170
7, 87, 92, 179
8, 88, 90, 178
9, 83, 91, 174
10, 88, 95, 183
11, 89, 87, 176
12, 87, 93, 180
13, 82, 92, 174
14, 80, 95, 175
15, 85, 91, 176
16, 86, 92, 178
17, 87, 92, 179
18, 81, 85, 166
19, 81, 94, 175
20, 86, 95, 181
21, 85, 92, 177
22, 83, 86, 169
23, 83, 90, 173
24, 84, 95, 179
25, 87, 96, 183
26, 82, 85, 167
27, 84, 90, 174
28, 83, 93, 176
29, 74, 93, 167
30, 82, 96, 178
31, 81, 92, 173
32, 84, 96, 180
33, 86, 89, 175
34, 87, 93, 180
35, 85, 95, 180
36, 75, 94, 169
37, 81, 94, 175
38, 80, 93, 173
39, 86, 89, 175
40, 85, 89, 174
41, 86, 94, 180
42, 83, 94, 177
43, 84, 96, 180
44, 85, 93, 178
45, 84, 90, 174
46, 86, 92, 178
47, 83, 90, 173
48, 92, 93, 185
49, 87, 89, 176
50, 85, 91, 176
51, 92, 86, 178
52, 89, 91, 180
53, 88, 91, 179
54, 95, 89, 184
55, 89, 83, 172
56, 88, 87, 175
57, 87, 90, 177
58, 89, 86, 175
59, 91, 88, 179
60, 90, 96, 186
61, 93, 87, 180
62, 91, 90, 181
63, 88, 91, 179
64, 92, 93, 185
65, 92, 83, 175
66, 91, 94, 185
67, 92, 91, 183
68, 90, 85, 175
69, 91, 91, 182
70, 92, 94, 186
71, 87, 87, 174
72, 86, 86, 172
73, 83, 88, 171
74, 86, 80, 166
75, 91, 88, 179
76, 92, 91, 183
77, 83, 90, 173
78, 89, 92, 181
79, 81, 91, 172
80, 85, 92, 177
81, 80, 90, 170
82, 81, 91, 172
83, 81, 89, 170
84, 89, 90, 179
85, 81, 92, 173
86, 87, 94, 181
87, 85, 90, 175
88, 80, 94, 174
89, 81, 89, 170
90, 83, 89, 172
91, 87, 88, 175
92, 83, 94, 177
93, 89, 91, 180
94, 87, 92, 179
95, 86, 89, 175
96, 82, 92, 174
97, 78, 89, 167
98, 80, 96, 176
99, 88, 93, 181
100, 87, 92, 179
