1, 43, 53, 96
2, 50, 60, 110
3, 44, 57, 101
4, 42, 52, 94
5, 41, 57, 98
6, 54, 61, 115
7, 49, 53, 102
8, 54, 61, 115
9, 51, 57, 108
10, 50, 48, 98
11, 49, 55, 104
12, 47, 52, 99
13, 49, 52, 101
14, 46, 50, 96
15, 46, 51, 97
16, 47, 44, 91
17, 51, 55, 106
18, 49, 37, 86
19, 43, 49, 92
20, 51, 37, 88
21, 49, 42, 91
22, 45, 31, 76
23, 47, 25, 72
24, 39, 29, 68
25, 35, 33, 68
26, 39, 34, 73
27, 39, 30, 69
28, 42, 38, 80
29, 25, 26, 51
30, 28, 33, 61
31, 32, 44, 76
32, 32, 30, 62
33, 22, 32, 54
34, 25, 33, 58
35, 22, 26, 48
36, 14, 38, 52
37, 21, 32, 53
38, 27, 31, 58
39, 24, 21, 45
40, 23, 32, 55
41, 21, 34, 55
42, 22, 32, 54
43, 30, 37, 67
44, 20, 34, 54
45, 24, 30, 54
46, 16, 28, 44
47, 22, 31, 53
48, 22, 22, 44
49, 27, 35, 62
50, 16, 30, 46
51, 28, 21, 49
52, 25, 30, 55
53, 27, 24, 51
54, 23, 22, 45
55, 26, 14, 40
56, 23, 29, 52
57, 19, 20, 39
58, 26, 26, 52
59, 22, 22, 44
60, 29, 18, 47
61, 20, 21, 41
62, 29, 17, 46
63, 28, 19, 47
64, 22, 20, 42
65, 21, 23, 44
66, 29, 24, 53
67, 20, 30, 50
68, 15, 15, 30
69, 26, 14, 40
70, 21, 19, 40
71, 20, 16, 36
72, 23, 16, 39
73, 17, 16, 33
74, 20, 20, 40
75, 20, 15, 35
76, 15, 18, 33
77, 11, 17, 28
78, 24, 16, 40
79, 22, 7, 29
80, 18, 16, 34
81, 18, 12, 30
82, 13, 7, 20
83, 15, 14, 29
84, 15, 8, 23
85, 24, 12, 36
86, 28, 20, 48
87, 15, 15, 30
88, 21, 13, 34
89, 21, 14, 35
90, 14, 16, 30
91, 20, 10, 30
92, 23, 9, 32
93, 28, 10, 38
94, 22, 7, 29
95, 20, 10, 30
96, 21, 6, 27
97, 23, 9, 32
98, 17, 3, 20
99, 17, 10, 27
100, 20, 13, 33
----------------------1, 59, 66, 125
2, 55, 56, 111
3, 52, 51, 103
4, 50, 51, 101
5, 52, 54, 106
6, 55, 63, 118
7, 50, 64, 114
8, 47, 61, 108
9, 48, 57, 105
10, 52, 59, 111
11, 49, 59, 108
12, 48, 46, 94
13, 52, 51, 103
14, 41, 46, 87
15, 51, 47, 98
16, 56, 50, 106
17, 50, 42, 92
18, 44, 52, 96
19, 40, 51, 91
20, 43, 34, 77
21, 40, 44, 84
22, 44, 37, 81
23, 40, 37, 77
24, 45, 33, 78
25, 41, 28, 69
26, 43, 30, 73
27, 36, 26, 62
28, 49, 24, 73
29, 39, 33, 72
30, 31, 24, 55
31, 29, 31, 60
32, 24, 31, 55
33, 25, 33, 58
34, 27, 26, 53
35, 31, 34, 65
36, 18, 38, 56
37, 20, 33, 53
38, 12, 25, 37
39, 20, 28, 48
40, 18, 32, 50
41, 23, 30, 53
42, 20, 35, 55
43, 17, 26, 43
44, 13, 32, 45
45, 26, 25, 51
46, 23, 20, 43
47, 16, 32, 48
48, 21, 30, 51
49, 21, 27, 48
50, 26, 27, 53
