1, 49, 46, 95
2, 49, 53, 102
3, 59, 54, 113
4, 54, 49, 103
5, 50, 54, 104
6, 40, 63, 103
7, 46, 50, 96
8, 51, 66, 117
9, 49, 59, 108
10, 55, 58, 113
11, 47, 54, 101
12, 52, 49, 101
13, 45, 57, 102
14, 50, 48, 98
15, 48, 48, 96
16, 51, 47, 98
17, 50, 47, 97
18, 49, 49, 98
19, 39, 33, 72
20, 43, 41, 84
21, 46, 31, 77
22, 45, 42, 87
23, 38, 30, 68
24, 50, 33, 83
25, 41, 27, 68
26, 50, 23, 73
27, 50, 34, 84
28, 35, 32, 67
29, 35, 35, 70
30, 29, 22, 51
31, 29, 30, 59
32, 19, 24, 43
33, 13, 36, 49
34, 21, 27, 48
35, 17, 39, 56
36, 9, 31, 40
37, 22, 34, 56
38, 7, 27, 34
39, 20, 24, 44
40, 24, 38, 62
41, 28, 30, 58
42, 18, 30, 48
43, 16, 31, 47
44, 21, 33, 54
45, 16, 31, 47
46, 20, 23, 43
47, 19, 40, 59
48, 28, 20, 48
49, 18, 27, 45
50, 28, 24, 52
51, 18, 31, 49
52, 15, 24, 39
53, 25, 24, 49
54, 21, 19, 40
55, 15, 24, 39
56, 19, 18, 37
57, 18, 24, 42
58, 20, 15, 35
59, 16, 24, 40
60, 22, 22, 44
61, 21, 14, 35
62, 23, 20, 43
63, 21, 21, 42
64, 16, 20, 36
65, 26, 22, 48
66, 21, 17, 38
67, 20, 19, 39
68, 21, 15, 36
69, 20, 23, 43
70, 26, 21, 47
71, 24, 21, 45
72, 23, 13, 36
73, 15, 16, 31
74, 19, 15, 34
75, 14, 17, 31
76, 26, 13, 39
77, 22, 16, 38
78, 14, 8, 22
79, 18, 12, 30
80, 21, 15, 36
81, 18, 11, 29
82, 22, 12, 34
83, 27, 17, 44
84, 15, 11, 26
85, 21, 14, 35
86, 17, 14, 31
87, 22, 15, 37
88, 26, 14, 40
89, 16, 9, 25
90, 13, 6, 19
91, 22, 13, 35
92, 23, 14, 37
93, 17, 7, 24
94, 24, 8, 32
95, 21, 7, 28
96, 23, 8, 31
97, 20, 5, 25
98, 21, 8, 29
99, 15, 11, 26
100, 27, 12, 39
----------------------51, 19, 29, 48
52, 21, 23, 44
53, 24, 25, 49
54, 16, 23, 39
55, 24, 29, 53
56, 27, 21, 48
57, 20, 15, 35
58, 22, 26, 48
59, 22, 27, 49
60, 20, 25, 45
61, 20, 22, 42
62, 19, 16, 35
63, 29, 18, 47
64, 23, 23, 46
65, 13, 16, 29
66, 28, 12, 40
67, 26, 17, 43
68, 17, 21, 38
69, 16, 18, 34
70, 15, 11, 26
71, 11, 14, 25
72, 21, 19, 40
73, 22, 18, 40
74, 15, 17, 32
75, 18, 15, 33
76, 17, 16, 33
77, 19, 16, 35
78, 13, 13, 26
79, 11, 21, 32
80, 10, 16, 26
81, 16, 12, 28
82, 15, 15, 30
83, 12, 13, 25
84, 18, 14, 32
85, 17, 9, 26
86, 21, 12, 33
87, 23, 10, 33
88, 22, 13, 35
89, 25, 12, 37
90, 23, 14, 37
91, 21, 10, 31
92, 14, 11, 25
93, 25, 5, 30
94, 23, 8, 31
95, 31, 8, 39
96, 23, 10, 33
97, 20, 7, 27
98, 24, 8, 32
99, 25, 8, 33
100, 22, 3, 25
