1, 70, 71, 141
2, 78, 71, 149
3, 82, 83, 165
4, 84, 71, 155
5, 80, 76, 156
6, 85, 82, 167
7, 86, 87, 173
8, 77, 92, 169
9, 87, 88, 175
10, 86, 88, 174
11, 89, 93, 182
12, 86, 88, 174
13, 87, 84, 171
14, 83, 89, 172
15, 90, 93, 183
16, 89, 95, 184
17, 87, 93, 180
18, 84, 88, 172
19, 86, 89, 175
20, 77, 94, 171
21, 81, 89, 170
22, 85, 92, 177
23, 86, 89, 175
24, 88, 92, 180
25, 90, 91, 181
26, 80, 87, 167
27, 80, 95, 175
28, 78, 94, 172
29, 87, 93, 180
30, 83, 93, 176
31, 78, 87, 165
32, 80, 90, 170
33, 80, 91, 171
34, 84, 90, 174
35, 81, 95, 176
36, 82, 92, 174
37, 87, 96, 183
38, 80, 93, 173
39, 76, 90, 166
40, 89, 89, 178
41, 83, 94, 177
42, 82, 97, 179
43, 84, 97, 181
44, 93, 90, 183
45, 90, 90, 180
46, 84, 94, 178
47, 92, 91, 183
48, 86, 87, 173
49, 90, 91, 181
50, 85, 88, 173
51, 86, 91, 177
52, 88, 90, 178
53, 89, 88, 177
54, 93, 90, 183
55, 92, 88, 180
56, 91, 87, 178
57, 92, 82, 174
58, 90, 90, 180
59, 85, 82, 167
60, 89, 87, 176
61, 90, 95, 185
62, 88, 88, 176
63, 85, 84, 169
64, 80, 92, 172
65, 89, 92, 181
66, 90, 86, 176
67, 90, 91, 181
68, 92, 84, 176
69, 79, 85, 164
70, 91, 83, 174
71, 86, 85, 171
72, 85, 89, 174
73, 84, 91, 175
74, 85, 89, 174
75, 85, 90, 175
76, 91, 85, 176
77, 87, 90, 177
78, 84, 89, 173
79, 81, 87, 168
80, 82, 94, 176
81, 84, 95, 179
82, 82, 96, 178
83, 79, 90, 169
84, 80, 91, 171
85, 86, 87, 173
86, 85, 96, 181
87, 81, 92, 173
88, 83, 91, 174
89, 84, 90, 174
90, 85, 92, 177
91, 78, 94, 172
92, 88, 89, 177
93, 84, 92, 176
94, 86, 90, 176
95, 87, 96, 183
96, 81, 94, 175
97, 85, 90, 175
98, 83, 90, 173
99, 82, 89, 171
100, 81, 90, 171
